Sun Apr 22 11:28:09 2018

Number of Points = 2995
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
197.781602	4498.742223	14.909248	-0.037350	3.679799
197.702611	4487.789089	14.914253	-0.037334	3.675464
197.542016	4476.735093	14.919258	-0.037302	3.671074
197.429255	4465.735737	14.924263	-0.037279	3.666706
197.195809	4454.734732	14.929267	-0.037234	3.662318
197.114664	4443.718345	14.934272	-0.037217	3.657937
196.927453	4432.705488	14.939277	-0.037180	3.653539
196.754968	4421.696817	14.944282	-0.037146	3.649139
196.496147	4410.689836	14.949287	-0.037096	3.644724
196.486747	4399.676511	14.954291	-0.037092	3.640332
196.249042	4388.671259	14.959296	-0.037046	3.635909
196.223556	4377.663899	14.964301	-0.037039	3.631506
195.946654	4366.649551	14.969306	-0.036986	3.627064
195.901500	4355.661199	14.974311	-0.036976	3.622656
195.731351	4344.611499	14.979315	-0.036942	3.618202
195.631803	4333.635193	14.984320	-0.036922	3.613781
195.335330	4322.594767	14.989325	-0.036865	3.609304
195.337074	4311.626604	14.994330	-0.036863	3.604888
195.187944	4300.584211	14.999335	-0.036834	3.600418
195.048727	4289.585044	15.004339	-0.036806	3.595960
194.817059	4278.576774	15.009344	-0.036761	3.591482
194.708560	4267.565562	15.014349	-0.036739	3.587013
194.343410	4256.562951	15.019354	-0.036669	3.582509
194.207564	4245.563515	15.024359	-0.036642	3.578029
194.167939	4234.528631	15.029363	-0.036632	3.573542
193.866881	4223.522109	15.034368	-0.036574	3.569027
193.666546	4212.530367	15.039373	-0.036535	3.564526
193.505378	4201.511318	15.044378	-0.036503	3.560012
193.399285	4190.481434	15.049383	-0.036482	3.555496
193.377147	4179.509457	15.054387	-0.036476	3.551008
193.282341	4168.473636	15.059392	-0.036456	3.546479
193.191505	4157.480438	15.064397	-0.036437	3.541962
192.963966	4146.462374	15.069402	-0.036393	3.537411
192.884410	4135.469668	15.074407	-0.036376	3.532884
192.658446	4124.410010	15.079411	-0.036333	3.528305
192.518435	4113.458148	15.084416	-0.036305	3.523775
192.464244	4102.402545	15.089421	-0.036293	3.519208
192.309610	4091.474772	15.094426	-0.036262	3.514674
191.998164	4080.454841	15.099431	-0.036202	3.510076
191.759126	4069.444736	15.104435	-0.036156	3.505486
191.795993	4058.440569	15.109440	-0.036161	3.500928
191.654752	4047.432972	15.114445	-0.036132	3.496339
191.454982	4036.399314	15.119450	-0.036093	3.491726
191.323219	4025.423205	15.124455	-0.036067	3.487139
191.277602	4014.398243	15.129459	-0.036057	3.482538
191.101682	4003.401851	15.134464	-0.036022	3.477925
190.804671	3992.375322	15.139469	-0.035965	3.473277
190.750226	3981.391342	15.144474	-0.035953	3.468673
190.489867	3970.333830	15.149479	-0.035902	3.464004
190.457459	3959.375284	15.154483	-0.035895	3.459401
190.223766	3948.345203	15.159488	-0.035849	3.454735
190.117608	3937.328595	15.164493	-0.035828	3.450086
189.921940	3926.325348	15.169498	-0.035789	3.445423
189.845135	3915.310036	15.174503	-0.035773	3.440765
189.677927	3904.310759	15.179507	-0.035740	3.436096
189.455419	3893.297959	15.184512	-0.035697	3.431407
189.528615	3882.286047	15.189517	-0.035708	3.426752
189.153689	3871.286620	15.194522	-0.035637	3.422034
188.987412	3860.274229	15.199527	-0.035604	3.417334
188.750030	3849.260549	15.204531	-0.035558	3.412616
188.430507	3838.251578	15.209536	-0.035497	3.407882
188.552313	3827.239537	15.214541	-0.035517	3.403202
188.347848	3816.245358	15.219546	-0.035477	3.398477
188.159790	3805.213935	15.224551	-0.035440	3.393732
187.981068	3794.224953	15.229555	-0.035405	3.389000
187.771046	3783.199854	15.234560	-0.035364	3.384242
187.807277	3772.216346	15.239565	-0.035369	3.379529
187.618326	3761.185131	15.244570	-0.035332	3.374757
187.553053	3750.167757	15.249575	-0.035318	3.370002
187.504579	3739.167740	15.254579	-0.035307	3.365250
187.243041	3728.162635	15.259584	-0.035257	3.360459
187.025576	3717.156193	15.264589	-0.035214	3.355667
186.976021	3706.161868	15.269594	-0.035203	3.350897
186.709026	3695.130064	15.274599	-0.035152	3.346073
186.541414	3684.128531	15.279603	-0.035118	3.341269
186.384866	3673.105657	15.284608	-0.035087	3.336450
186.351218	3662.101453	15.289613	-0.035079	3.331650
186.105757	3651.113414	15.294618	-0.035032	3.326820
186.013747	3640.074675	15.299623	-0.035013	3.321983
185.827638	3629.088792	15.304627	-0.034976	3.317148
185.559194	3618.062971	15.309632	-0.034924	3.312277
185.352862	3607.060164	15.314637	-0.034884	3.307418
185.250265	3596.050130	15.319642	-0.034863	3.302563
185.008951	3585.060417	15.324647	-0.034816	3.297690
184.963375	3574.006884	15.329651	-0.034806	3.292810
184.743926	3563.031578	15.334656	-0.034763	3.287932
184.561326	3552.024594	15.339661	-0.034727	3.283038
184.460977	3540.996365	15.344666	-0.034707	3.278139
184.205551	3530.004542	15.349671	-0.034657	3.273226
184.291546	3518.982072	15.354675	-0.034671	3.268343
183.919258	3507.995123	15.359680	-0.034600	3.263400
183.619822	3496.966657	15.364685	-0.034543	3.258442
183.531005	3485.948753	15.369690	-0.034524	3.253512
183.366391	3474.965224	15.374695	-0.034492	3.248579
183.165897	3463.948488	15.379699	-0.034452	3.243618
183.085460	3452.931681	15.384704	-0.034436	3.238668
182.891204	3441.933709	15.389709	-0.034398	3.233701
182.897183	3430.928165	15.394714	-0.034397	3.228753
182.754252	3419.904824	15.399719	-0.034368	3.223767
182.543974	3408.912953	15.404723	-0.034327	3.218778
182.419559	3397.880540	15.409728	-0.034302	3.213775
182.256510	3386.880469	15.414733	-0.034270	3.208773
182.046219	3375.861963	15.419738	-0.034229	3.203748
181.777366	3364.879285	15.424743	-0.034177	3.198722
181.705299	3353.860953	15.429747	-0.034162	3.193703
181.550902	3342.852807	15.434752	-0.034131	3.188667
181.423685	3331.842100	15.439757	-0.034106	3.183626
181.202093	3320.830953	15.444762	-0.034062	3.178562
181.045023	3309.819204	15.449767	-0.034031	3.173500
180.874844	3298.800345	15.454771	-0.033998	3.168425
180.713265	3287.812043	15.459776	-0.033966	3.163357
180.632291	3276.795223	15.464781	-0.033949	3.158280
180.470492	3265.791069	15.469786	-0.033917	3.153188
180.317331	3254.766081	15.474791	-0.033886	3.148079
180.144376	3243.781400	15.479795	-0.033852	3.142978
180.062508	3232.779738	15.484800	-0.033835	3.137875
179.670024	3221.721979	15.489805	-0.033760	3.132688
179.603198	3210.763628	15.494810	-0.033746	3.127590
179.426689	3199.725727	15.499815	-0.033711	3.122430
179.294489	3188.740714	15.504819	-0.033685	3.117293
179.046708	3177.724461	15.509824	-0.033637	3.112114
178.951661	3166.718703	15.514829	-0.033617	3.106956
178.796666	3155.678505	15.519834	-0.033586	3.101763
178.777785	3144.703530	15.524839	-0.033581	3.096615
178.466981	3133.670105	15.529843	-0.033521	3.091383
178.360050	3122.678660	15.534848	-0.033499	3.086195
178.090603	3111.686753	15.539853	-0.033447	3.080971
178.003779	3100.656376	15.544858	-0.033429	3.075750
177.844106	3089.650713	15.549863	-0.033398	3.070520
177.509364	3078.657663	15.554867	-0.033334	3.065259
177.385077	3067.641671	15.559872	-0.033309	3.060012
177.285037	3056.605507	15.564877	-0.033288	3.054750
177.123318	3045.599897	15.569882	-0.033256	3.049483
177.042274	3034.627492	15.574887	-0.033239	3.044237
176.878935	3023.588249	15.579891	-0.033207	3.038936
176.707307	3012.602593	15.584896	-0.033173	3.033649
176.397519	3001.576718	15.589901	-0.033113	3.028312
176.437736	2990.594282	15.594906	-0.033119	3.023044
176.149416	2979.573614	15.599911	-0.033064	3.017693
175.897820	2968.541317	15.604915	-0.033015	3.012334
175.813235	2957.529110	15.609920	-0.032997	3.007002
175.633897	2946.566208	15.614925	-0.032962	3.001669
175.399624	2935.525578	15.619930	-0.032916	2.996280
175.297195	2924.544658	15.624935	-0.032895	2.990932
175.165136	2913.522609	15.629939	-0.032869	2.985549
174.969047	2902.494241	15.634944	-0.032831	2.980143
174.749304	2891.497553	15.639949	-0.032788	2.974738
174.585500	2880.491363	15.644954	-0.032755	2.969328
174.223635	2869.495669	15.649959	-0.032686	2.963879
174.299877	2858.467182	15.654963	-0.032699	2.958480
174.242953	2847.469802	15.659968	-0.032686	2.953063
174.165303	2836.460020	15.664973	-0.032670	2.947626
173.942322	2825.448264	15.669978	-0.032626	2.942153
173.847106	2814.454689	15.674983	-0.032607	2.936701
173.538229	2803.423169	15.679987	-0.032547	2.931183
173.536625	2792.432373	15.684992	-0.032545	2.925729
173.247174	2781.387037	15.689997	-0.032489	2.920186
173.049482	2770.455304	15.695002	-0.032451	2.914706
172.885255	2759.398832	15.700007	-0.032418	2.909159
172.856878	2748.396813	15.705011	-0.032411	2.903652
172.622626	2737.375036	15.710016	-0.032366	2.898089
172.442216	2726.381776	15.715021	-0.032330	2.892538
172.054407	2715.372756	15.720026	-0.032256	2.886932
171.993957	2704.359515	15.725031	-0.032243	2.881372
171.784558	2693.367206	15.730035	-0.032202	2.875784
171.722400	2682.356655	15.735040	-0.032189	2.870203
171.551967	2671.315529	15.740045	-0.032155	2.864576
171.277177	2660.354831	15.745050	-0.032102	2.858960
171.112993	2649.308063	15.750055	-0.032070	2.853309
171.065511	2638.312217	15.755059	-0.032059	2.847693
170.777926	2627.303886	15.760064	-0.032003	2.842017
170.667848	2616.311951	15.765069	-0.031981	2.836370
170.447540	2605.302271	15.770074	-0.031938	2.830682
170.367188	2594.279014	15.775079	-0.031921	2.825002
170.213620	2583.267814	15.780083	-0.031891	2.819303
170.007037	2572.267782	15.785088	-0.031851	2.813588
169.860952	2561.249413	15.790093	-0.031821	2.807863
169.785541	2550.283762	15.795098	-0.031805	2.802167
169.576455	2539.241204	15.800103	-0.031765	2.796394
169.350526	2528.251712	15.805107	-0.031721	2.790634
169.052522	2517.221320	15.810112	-0.031663	2.784827
169.031092	2506.223639	15.815117	-0.031658	2.779077
168.605987	2495.206147	15.820122	-0.031577	2.773229
168.602007	2484.217318	15.825127	-0.031574	2.767462
168.333236	2473.191270	15.830131	-0.031522	2.761614
168.218891	2462.215559	15.835136	-0.031499	2.755810
167.967215	2451.185623	15.840141	-0.031450	2.749938
167.847389	2440.181496	15.845146	-0.031426	2.744092
167.634070	2429.161786	15.850151	-0.031384	2.738208
167.609648	2418.165251	15.855155	-0.031378	2.732359
167.316712	2407.156453	15.860160	-0.031322	2.726440
167.322039	2396.160386	15.865165	-0.031321	2.720572
166.962645	2385.132975	15.870170	-0.031252	2.714604
166.817893	2374.146708	15.875175	-0.031223	2.708687
166.601356	2363.117210	15.880179	-0.031181	2.702719
166.408530	2352.118792	15.885184	-0.031143	2.696759
166.173552	2341.115169	15.890189	-0.031097	2.690775
166.144556	2330.089080	15.895194	-0.031090	2.684806
166.171100	2319.098374	15.900199	-0.031093	2.678854
165.916670	2308.108097	15.905203	-0.031044	2.672834
165.686202	2297.092364	15.910208	-0.030999	2.666790
165.630955	2286.071108	15.915213	-0.030987	2.660765
165.281497	2275.076826	15.920218	-0.030920	2.654681
165.216005	2264.055910	15.925223	-0.030906	2.648626
164.883168	2253.059577	15.930227	-0.030842	2.642517
164.811558	2242.070216	15.935232	-0.030827	2.636450
164.553095	2231.032885	15.940237	-0.030777	2.630305
164.515445	2220.016249	15.945242	-0.030768	2.624202
164.163064	2209.020426	15.950247	-0.030701	2.618032
164.007905	2198.040000	15.955251	-0.030670	2.611896
163.651644	2187.001672	15.960256	-0.030602	2.605672
163.800100	2176.019778	15.965261	-0.030627	2.599568
163.610959	2164.995271	15.970266	-0.030590	2.593356
163.458336	2154.010080	15.975271	-0.030560	2.587160
163.269931	2142.984501	15.980275	-0.030523	2.580918
163.065284	2131.922718	15.985280	-0.030483	2.574637
162.934085	2120.998965	15.990285	-0.030457	2.568434
162.788126	2109.947376	15.995290	-0.030428	2.562140
162.505838	2098.967230	16.000295	-0.030373	2.555843
162.315608	2087.970330	16.005299	-0.030336	2.549540
162.285600	2076.945347	16.010304	-0.030329	2.543239
162.062240	2065.931662	16.015309	-0.030285	2.536888
161.715343	2054.934904	16.020314	-0.030219	2.530504
161.582652	2043.901759	16.025319	-0.030192	2.524129
161.447349	2032.910597	16.030323	-0.030165	2.517761
161.269902	2021.893244	16.035328	-0.030130	2.511353
161.098149	2010.873347	16.040333	-0.030096	2.504928
160.996227	1999.883302	16.045338	-0.030075	2.498520
160.735389	1988.859600	16.050343	-0.030025	2.492040
160.524283	1977.883743	16.055347	-0.029984	2.485582
160.307637	1966.857850	16.060352	-0.029942	2.479077
160.229842	1955.862942	16.065357	-0.029925	2.472604
159.842883	1944.842528	16.070362	-0.029851	2.466030
159.704188	1933.845779	16.075367	-0.029824	2.459507
159.524634	1922.836531	16.080371	-0.029788	2.452951
159.552941	1911.827909	16.085376	-0.029792	2.446423
159.386405	1900.825527	16.090381	-0.029759	2.439838
159.184498	1889.831080	16.095386	-0.029719	2.433232
158.873246	1878.814058	16.100391	-0.029660	2.426570
158.745319	1867.804812	16.105395	-0.029634	2.419936
158.443272	1856.804378	16.110400	-0.029576	2.413249
158.346035	1845.785146	16.115405	-0.029556	2.406579
158.091414	1834.801778	16.120410	-0.029507	2.399876
157.919403	1823.778488	16.125415	-0.029473	2.393148
157.859350	1812.774663	16.130419	-0.029460	2.386440
157.474196	1801.785646	16.135424	-0.029386	2.379646
157.304865	1790.757720	16.140429	-0.029353	2.372859
157.061376	1779.766009	16.145434	-0.029305	2.366057
157.049237	1768.750337	16.150439	-0.029301	2.359275
156.830603	1757.772822	16.155443	-0.029259	2.352449
156.746007	1746.731089	16.160448	-0.029241	2.345594
156.648419	1735.735442	16.165453	-0.029221	2.338745
156.506167	1724.741266	16.170458	-0.029193	2.331866
156.325776	1713.728824	16.175463	-0.029157	2.324946
155.943400	1702.729943	16.180467	-0.029084	2.317966
155.794510	1691.723316	16.185472	-0.029055	2.311015
155.623687	1680.719031	16.190477	-0.029021	2.304040
155.511148	1669.708094	16.195482	-0.028998	2.297053
154.997679	1658.712897	16.200487	-0.028901	2.289958
154.977002	1647.696576	16.205491	-0.028895	2.282947
154.838985	1636.704182	16.210496	-0.028867	2.275901
154.734749	1625.680248	16.215501	-0.028846	2.268821
154.372909	1614.699594	16.220506	-0.028777	2.261683
154.387843	1603.670653	16.225511	-0.028778	2.254585
154.018708	1592.705577	16.230515	-0.028707	2.247410
153.915796	1581.668246	16.235520	-0.028686	2.240231
153.578554	1570.670307	16.240525	-0.028621	2.232997
153.588687	1559.655886	16.245530	-0.028621	2.225815
153.351691	1548.649998	16.250535	-0.028575	2.218553
153.117233	1537.664350	16.255539	-0.028530	2.211281
152.895159	1526.649400	16.260544	-0.028487	2.203969
152.745585	1515.645069	16.265549	-0.028457	2.196658
152.463690	1504.665859	16.270554	-0.028403	2.189306
152.420789	1493.627558	16.275559	-0.028393	2.181950
152.069338	1482.632667	16.280563	-0.028325	2.174519
151.927773	1471.620900	16.285568	-0.028297	2.167106
151.629505	1460.631349	16.290573	-0.028240	2.159641
151.503131	1449.631093	16.295578	-0.028214	2.152188
151.144422	1438.627426	16.300583	-0.028146	2.144645
151.087785	1427.604727	16.305587	-0.028133	2.137143
150.861620	1416.628928	16.310592	-0.028089	2.129601
150.776863	1405.604684	16.315597	-0.028072	2.122037
150.433152	1394.621943	16.320602	-0.028006	2.114405
150.247520	1383.603756	16.325607	-0.027969	2.106763
150.036663	1372.600729	16.330611	-0.027928	2.099097
149.854887	1361.596388	16.335616	-0.027893	2.091409
149.623007	1350.590588	16.340621	-0.027848	2.083679
149.578268	1339.592926	16.345626	-0.027837	2.075977
149.325273	1328.610806	16.350631	-0.027788	2.068199
149.063674	1317.587101	16.355635	-0.027738	2.060361
148.902677	1306.568026	16.360640	-0.027706	2.052523
148.809387	1295.576655	16.365645	-0.027687	2.044694
148.494665	1284.606819	16.370650	-0.027626	2.036788
148.441468	1273.553972	16.375655	-0.027615	2.028866
148.049608	1262.595300	16.380659	-0.027540	2.020884
147.935670	1251.553276	16.385664	-0.027517	2.012889
147.844296	1240.561260	16.390669	-0.027498	2.004905
147.630453	1229.593520	16.395674	-0.027456	1.996872
147.324882	1218.561841	16.400679	-0.027397	1.988733
147.175961	1207.572927	16.405683	-0.027368	1.980637
146.888507	1196.564743	16.410688	-0.027312	1.972453
146.784933	1185.561525	16.415693	-0.027291	1.964292
146.594679	1174.574728	16.420698	-0.027254	1.956085
146.286918	1163.569314	16.425703	-0.027195	1.947793
146.143386	1152.556068	16.430707	-0.027166	1.939510
146.051282	1141.559611	16.435712	-0.027147	1.931218
145.675898	1130.572694	16.440717	-0.027075	1.922813
145.510066	1119.534786	16.445722	-0.027043	1.914395
145.285077	1108.577512	16.450727	-0.026999	1.905984
145.139355	1097.550031	16.455731	-0.026970	1.897506
144.817289	1086.565988	16.460736	-0.026908	1.888969
144.615352	1075.548637	16.465741	-0.026869	1.880404
144.476848	1064.584364	16.470746	-0.026841	1.871861
144.432451	1053.532963	16.475751	-0.026831	1.863240
144.083664	1042.564423	16.480755	-0.026764	1.854548
143.792733	1031.569922	16.485760	-0.026708	1.845813
143.585425	1020.573047	16.490765	-0.026668	1.837062
143.508019	1009.556171	16.495770	-0.026651	1.828293
143.129869	998.580596	16.500775	-0.026579	1.819419
142.992195	987.560062	16.505779	-0.026551	1.810543
142.796014	976.584869	16.510784	-0.026513	1.801640
142.445616	965.613215	16.515789	-0.026446	1.792646
142.250577	954.558462	16.520794	-0.026408	1.783589
142.010967	943.595581	16.525799	-0.026361	1.774547
141.819418	932.579804	16.530803	-0.026324	1.765431
141.816938	921.598789	16.535808	-0.026321	1.756359
141.348815	910.576258	16.540813	-0.026232	1.747049
141.339596	899.593009	16.545818	-0.026229	1.737877
141.165358	888.592766	16.550823	-0.026195	1.728585
140.960693	877.615691	16.555827	-0.026155	1.719253
140.497272	866.612492	16.560832	-0.026066	1.709759
140.343512	855.597164	16.565837	-0.026036	1.700308
140.029008	844.618677	16.570842	-0.025976	1.690780
139.885763	833.634246	16.575847	-0.025947	1.681252
139.543603	822.608023	16.580851	-0.025882	1.671564
139.365060	811.638210	16.585856	-0.025846	1.661926
139.183136	800.624156	16.590861	-0.025811	1.652192
139.010374	789.656835	16.595866	-0.025777	1.642445
138.686928	778.621830	16.600871	-0.025715	1.632525
138.571074	767.660927	16.605875	-0.025691	1.622686
138.234531	756.644648	16.610880	-0.025627	1.612656
138.140929	745.664333	16.615885	-0.025607	1.602685
137.955434	734.667022	16.620890	-0.025571	1.592602
137.803972	723.675447	16.625895	-0.025541	1.582473
137.303853	712.696845	16.630899	-0.025446	1.572159
137.267254	701.691382	16.635904	-0.025437	1.561928
136.926916	690.721081	16.640909	-0.025372	1.551546
136.630733	679.705883	16.645914	-0.025315	1.541069
136.462215	668.704903	16.650919	-0.025282	1.530582
136.297149	657.741176	16.655923	-0.025249	1.520061
135.964222	646.744039	16.660928	-0.025185	1.509367
135.752328	635.741350	16.665933	-0.025144	1.498640
135.624156	624.754276	16.670938	-0.025118	1.487884
135.495605	613.780237	16.675943	-0.025092	1.477062
135.114776	602.795493	16.680947	-0.025020	1.466047
134.868868	591.794745	16.685952	-0.024972	1.454988
134.519773	580.806200	16.690957	-0.024905	1.443813
134.330260	569.826670	16.695962	-0.024868	1.432627
134.174181	558.834282	16.700967	-0.024837	1.421354
133.740364	547.871931	16.705971	-0.024755	1.409903
133.571997	536.877884	16.710976	-0.024721	1.398439
133.416655	525.870103	16.715981	-0.024691	1.386872
132.953294	514.939001	16.720986	-0.024603	1.375154
132.738092	503.899645	16.725991	-0.024561	1.363329
132.576643	492.939432	16.730995	-0.024529	1.351509
132.408535	481.934944	16.736000	-0.024495	1.339533
132.126638	470.984965	16.741005	-0.024441	1.327458
131.889052	459.978912	16.746010	-0.024395	1.315230
131.768755	448.987560	16.751015	-0.024371	1.302958
131.466087	438.043940	16.756019	-0.024313	1.290537
131.167772	427.075978	16.761024	-0.024255	1.277970
130.862553	416.086636	16.766029	-0.024197	1.265250
130.589507	405.112896	16.771034	-0.024144	1.252434
130.433719	394.130855	16.776039	-0.024113	1.239533
130.023866	383.182497	16.781043	-0.024035	1.226411
129.931027	372.173196	16.786048	-0.024016	1.213232
129.529516	361.252271	16.791053	-0.023939	1.199859
129.399095	350.244738	16.796058	-0.023913	1.186367
129.060593	339.287122	16.801063	-0.023848	1.172675
128.886309	328.347462	16.806067	-0.023814	1.158929
128.474885	317.356189	16.811072	-0.023735	1.144826
128.393035	306.389386	16.816077	-0.023718	1.130756
128.021123	295.461120	16.821082	-0.023647	1.116401
127.826819	284.471730	16.826087	-0.023609	1.101876
127.366763	273.567668	16.831091	-0.023522	1.087122
127.274020	262.554550	16.836096	-0.023503	1.072225
126.766578	251.659627	16.841101	-0.023406	1.057042
126.743942	240.648153	16.846106	-0.023400	1.041758
126.432900	229.724297	16.851111	-0.023340	1.026200
126.148460	218.812072	16.856115	-0.023286	1.010434
125.746899	207.861804	16.861120	-0.023209	0.994291
125.521739	196.917156	16.866125	-0.023165	0.977999
125.197303	185.995241	16.871130	-0.023103	0.961402
124.868756	175.052046	16.876135	-0.023040	0.944478
124.525423	164.165400	16.881139	-0.022974	0.927324
124.238663	153.211990	16.886144	-0.022919	0.909778
123.826958	142.318903	16.891149	-0.022841	0.891898
123.560536	131.411797	16.896154	-0.022789	0.873731
123.182892	120.482601	16.901159	-0.022717	0.855061
122.853199	109.637751	16.906163	-0.022654	0.836155
122.485562	98.723652	16.911168	-0.022584	0.816659
122.080668	87.880719	16.916173	-0.022507	0.796788
121.718315	76.968402	16.921178	-0.022437	0.776311
121.463401	66.136479	16.926183	-0.022388	0.755521
121.029534	55.304970	16.931187	-0.022305	0.733993
120.583568	44.492144	16.936192	-0.022221	0.711841
120.197425	33.655855	16.941197	-0.022147	0.688981
119.911692	22.859012	16.946202	-0.022092	0.665515
118.947856	12.226197	16.951207	-0.021911	0.640909
118.500966	4.140084	16.956211	-0.021826	0.621828
