Sun Apr 22 11:28:09 2018

Number of Points = 2995
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
175.280497	4870.802780	7.161818	-0.033082	3.821190
175.520410	4881.818806	7.166822	-0.033128	3.825404
175.638919	4892.843668	7.171827	-0.033153	3.829603
176.085226	4903.832335	7.176832	-0.033238	3.833821
176.326252	4914.864512	7.181837	-0.033285	3.838027
176.383813	4925.856707	7.186842	-0.033297	3.842193
176.597524	4936.907370	7.191846	-0.033339	3.846394
177.024349	4947.886814	7.196851	-0.033421	3.850587
176.969096	4958.902130	7.201856	-0.033413	3.854736
177.288101	4969.907056	7.206861	-0.033474	3.858917
177.635047	4980.950028	7.211866	-0.033541	3.863112
177.886390	4991.921211	7.216870	-0.033589	3.867264
177.971884	5002.973018	7.221875	-0.033607	3.871424
178.255123	5013.974688	7.226880	-0.033662	3.875582
178.471109	5024.953931	7.231885	-0.033705	3.879720
178.918016	5035.998570	7.236890	-0.033790	3.883903
178.872221	5047.013987	7.241894	-0.033783	3.888017
179.009902	5058.003377	7.246899	-0.033811	3.892137
179.288271	5069.035518	7.251904	-0.033865	3.896283
179.616693	5080.029047	7.256909	-0.033928	3.900417
179.749074	5091.072274	7.261914	-0.033955	3.904543
180.091349	5102.050338	7.266918	-0.034021	3.908663
180.146254	5113.062359	7.271923	-0.034033	3.912760
180.403268	5124.095518	7.276928	-0.034083	3.916883
180.450333	5135.117118	7.281933	-0.034094	3.920974
180.836464	5146.089229	7.286938	-0.034168	3.925079
181.005311	5157.157959	7.291942	-0.034201	3.929192
181.346252	5168.118571	7.296947	-0.034267	3.933280
181.366135	5179.158166	7.301952	-0.034272	3.937358
181.636522	5190.170031	7.306957	-0.034325	3.941448
181.786112	5201.174954	7.311962	-0.034355	3.945518
182.221484	5212.184682	7.316966	-0.034438	3.949617
182.338390	5223.186474	7.321971	-0.034462	3.953674
182.592816	5234.223118	7.326976	-0.034511	3.957754
182.721005	5245.221604	7.331981	-0.034537	3.961803
183.057554	5256.246742	7.336986	-0.034602	3.965880
183.111803	5267.232957	7.341990	-0.034614	3.969908
183.502485	5278.298131	7.346995	-0.034689	3.973996
183.563263	5289.246175	7.352000	-0.034702	3.978003
183.638558	5300.292731	7.357005	-0.034718	3.982043
183.953066	5311.295221	7.362010	-0.034779	3.986088
184.199529	5322.307107	7.367014	-0.034827	3.990125
184.325428	5333.326897	7.372019	-0.034852	3.994149
184.602374	5344.339036	7.377024	-0.034906	3.998181
184.768377	5355.326089	7.382029	-0.034939	4.002188
185.157347	5366.384172	7.387034	-0.035013	4.006240
185.384383	5377.357476	7.392038	-0.035058	4.010241
185.633525	5388.392615	7.397043	-0.035106	4.014262
185.742268	5399.384608	7.402048	-0.035128	4.018249
186.012563	5410.411134	7.407053	-0.035181	4.022261
186.061640	5421.427395	7.412058	-0.035192	4.026243
186.471834	5432.431632	7.417062	-0.035270	4.030253
186.441211	5443.436929	7.422067	-0.035267	4.034215
186.782076	5454.461342	7.427072	-0.035332	4.038217
186.848437	5465.455110	7.432077	-0.035347	4.042177
187.224308	5476.482401	7.437082	-0.035419	4.046176
187.301724	5487.506259	7.442086	-0.035435	4.050139
187.702884	5498.506057	7.447091	-0.035512	4.054123
187.770684	5509.503904	7.452096	-0.035527	4.058069
187.950753	5520.526525	7.457101	-0.035562	4.062031
188.207570	5531.559605	7.462106	-0.035612	4.066000
188.465604	5542.542993	7.467110	-0.035662	4.069948
188.629465	5553.560006	7.472115	-0.035695	4.073894
188.944342	5564.588752	7.477120	-0.035756	4.077856
188.959190	5575.572436	7.482125	-0.035760	4.081768
189.259401	5586.602437	7.487130	-0.035818	4.085721
189.500601	5597.603498	7.492134	-0.035865	4.089654
189.814478	5608.621605	7.497139	-0.035926	4.093597
189.824575	5619.661625	7.502144	-0.035930	4.097513
190.246514	5630.633557	7.507149	-0.036010	4.101442
190.374163	5641.634158	7.512154	-0.036036	4.105349
190.679917	5652.682740	7.517158	-0.036095	4.109286
190.859825	5663.668139	7.522163	-0.036131	4.113185
191.106190	5674.699789	7.527168	-0.036179	4.117103
191.163615	5685.724168	7.532173	-0.036191	4.120996
191.534765	5696.710029	7.537178	-0.036263	4.124902
191.585824	5707.751908	7.542182	-0.036274	4.128793
191.866399	5718.754622	7.547187	-0.036328	4.132689
192.001461	5729.753587	7.552192	-0.036356	4.136566
192.157190	5740.757330	7.557197	-0.036387	4.140443
192.434099	5751.793618	7.562202	-0.036440	4.144339
192.602852	5762.798732	7.567206	-0.036474	4.148211
192.740542	5773.779012	7.572211	-0.036502	4.152067
193.112466	5784.831741	7.577216	-0.036573	4.155967
193.298254	5795.813501	7.582221	-0.036610	4.159820
193.548583	5806.855176	7.587226	-0.036658	4.163698
193.658884	5817.877308	7.592230	-0.036681	4.167551
193.921242	5828.837988	7.597235	-0.036732	4.171394
194.010572	5839.910643	7.602240	-0.036750	4.175256
194.211588	5850.852890	7.607245	-0.036790	4.179079
194.329657	5861.911383	7.612250	-0.036814	4.182932
194.613112	5872.894087	7.617254	-0.036869	4.186770
194.801557	5883.921757	7.622259	-0.036906	4.190611
195.095380	5894.937606	7.627264	-0.036963	4.194455
195.364735	5905.959565	7.632269	-0.037015	4.198295
195.462424	5916.935041	7.637274	-0.037035	4.202099
195.569284	5928.014824	7.642278	-0.037057	4.205936
195.927400	5938.969500	7.647283	-0.037126	4.209751
195.982906	5949.998338	7.652288	-0.037138	4.213559
196.211123	5961.009981	7.657293	-0.037183	4.217374
196.342180	5972.013315	7.662298	-0.037209	4.221173
196.747755	5983.032324	7.667302	-0.037287	4.225000
196.896398	5994.052979	7.672307	-0.037317	4.228800
197.028099	6005.040874	7.677312	-0.037343	4.232584
197.254715	6016.080821	7.682317	-0.037387	4.236391
197.580865	6027.063383	7.687322	-0.037450	4.240184
197.598880	6038.107841	7.692326	-0.037456	4.243966
197.940927	6049.118144	7.697331	-0.037521	4.247763
197.845738	6060.101901	7.702336	-0.037506	4.251508
198.187457	6071.138698	7.707341	-0.037571	4.255307
198.413145	6082.148589	7.712346	-0.037616	4.259083
198.634435	6093.148521	7.717350	-0.037659	4.262852
198.706923	6104.154548	7.722355	-0.037674	4.266606
199.096121	6115.194213	7.727360	-0.037749	4.270397
199.170233	6126.189184	7.732365	-0.037765	4.274141
199.430058	6137.191890	7.737370	-0.037815	4.277901
199.545593	6148.200074	7.742374	-0.037839	4.281646
199.821110	6159.237714	7.747379	-0.037892	4.285413
199.887452	6170.197221	7.752384	-0.037907	4.289131
200.079020	6181.277465	7.757389	-0.037944	4.292897
200.276578	6192.255178	7.762394	-0.037983	4.296627
200.562107	6203.275069	7.767398	-0.038038	4.300375
200.707840	6214.280234	7.772403	-0.038068	4.304102
201.030298	6225.295274	7.777408	-0.038130	4.307845
200.986860	6236.314443	7.782413	-0.038124	4.311554
201.294264	6247.312996	7.787418	-0.038183	4.315283
201.439028	6258.342236	7.792422	-0.038212	4.319006
201.728581	6269.338866	7.797427	-0.038268	4.322727
201.895345	6280.378914	7.802432	-0.038301	4.326448
202.231460	6291.339110	7.807437	-0.038366	4.330154
202.349491	6302.409199	7.812442	-0.038390	4.333875
202.596738	6313.357572	7.817446	-0.038438	4.337563
202.624040	6324.428257	7.822451	-0.038445	4.341270
202.971327	6335.392271	7.827456	-0.038512	4.344965
203.060665	6346.442634	7.832461	-0.038530	4.348664
203.350234	6357.450021	7.837466	-0.038586	4.352363
203.456121	6368.425237	7.842470	-0.038608	4.356032
203.826634	6379.485280	7.847475	-0.038679	4.359748
203.873006	6390.465549	7.852480	-0.038690	4.363408
204.307344	6401.487160	7.857485	-0.038773	4.367111
204.179595	6412.501579	7.862490	-0.038751	4.370760
204.476885	6423.501134	7.867494	-0.038809	4.374438
204.612984	6434.525914	7.872499	-0.038836	4.378107
204.971848	6445.546594	7.877504	-0.038905	4.381791
204.897729	6456.540004	7.882509	-0.038893	4.385426
205.236907	6467.559085	7.887514	-0.038958	4.389101
205.309206	6478.583700	7.892518	-0.038974	4.392753
205.571145	6489.584541	7.897523	-0.039025	4.396409
205.740371	6500.601223	7.902528	-0.039058	4.400060
206.029812	6511.605273	7.907533	-0.039114	4.403714
206.245594	6522.605101	7.912538	-0.039157	4.407357
206.421468	6533.637564	7.917542	-0.039191	4.411004
206.453155	6544.637842	7.922547	-0.039199	4.414626
206.806689	6555.663916	7.927552	-0.039267	4.418280
206.920342	6566.678968	7.932557	-0.039290	4.421908
207.286394	6577.620652	7.937562	-0.039361	4.425529
207.400206	6588.726381	7.942566	-0.039384	4.429180
207.562002	6599.683481	7.947571	-0.039416	4.432783
207.770953	6610.746568	7.952576	-0.039457	4.436422
208.012077	6621.691501	7.957581	-0.039504	4.440022
208.138784	6632.756293	7.962586	-0.039530	4.443649
208.368583	6643.747101	7.967590	-0.039575	4.447257
208.546385	6654.753286	7.972595	-0.039610	4.450863
208.799358	6665.774716	7.977600	-0.039659	4.454477
208.893568	6676.806456	7.982605	-0.039678	4.458079
209.182207	6687.758568	7.987610	-0.039734	4.461667
209.249896	6698.829312	7.992614	-0.039749	4.465273
209.490533	6709.790254	7.997619	-0.039796	4.468855
209.604501	6720.844450	8.002624	-0.039819	4.472454
209.908347	6731.845269	8.007629	-0.039878	4.476047
210.056884	6742.827068	8.012634	-0.039907	4.479620
210.264267	6753.910250	8.017638	-0.039948	4.483227
210.462951	6764.876329	8.022643	-0.039987	4.486792
210.674431	6775.876142	8.027648	-0.040029	4.490366
210.825366	6786.872712	8.032653	-0.040059	4.493932
211.048138	6797.939807	8.037658	-0.040102	4.497523
211.178679	6808.934001	8.042662	-0.040129	4.501081
211.557673	6819.919714	8.047667	-0.040201	4.504652
211.511260	6830.936142	8.052672	-0.040195	4.508197
211.868310	6841.975141	8.057677	-0.040263	4.511778
211.891568	6852.983298	8.062682	-0.040270	4.515321
212.097059	6863.977060	8.067686	-0.040310	4.518870
212.349606	6875.004153	8.072691	-0.040359	4.522430
212.644612	6886.018123	8.077696	-0.040416	4.525987
212.737351	6897.038504	8.082701	-0.040435	4.529528
212.829428	6907.998519	8.087706	-0.040455	4.533046
213.079768	6919.069261	8.092710	-0.040503	4.536609
213.288610	6930.043725	8.097715	-0.040544	4.540135
213.364713	6941.081458	8.102720	-0.040561	4.543669
213.555377	6952.065943	8.107725	-0.040598	4.547191
213.738931	6963.105834	8.112730	-0.040634	4.550728
213.987507	6974.076100	8.117734	-0.040683	4.554245
214.037200	6985.133289	8.122739	-0.040694	4.557772
214.331950	6996.141162	8.127744	-0.040751	4.561299
214.369910	7007.111428	8.132749	-0.040760	4.564791
214.782825	7018.162350	8.137754	-0.040839	4.568335
214.935032	7029.186272	8.142758	-0.040869	4.571848
215.169846	7040.159668	8.147763	-0.040915	4.575349
215.272782	7051.187928	8.152768	-0.040937	4.578854
215.657244	7062.189086	8.157773	-0.041010	4.582369
215.701712	7073.197154	8.162778	-0.041020	4.585858
215.897639	7084.219051	8.167782	-0.041059	4.589360
216.129909	7095.258662	8.172787	-0.041104	4.592867
216.308815	7106.222672	8.177792	-0.041140	4.596344
216.371059	7117.268301	8.182797	-0.041153	4.599836
216.636244	7128.262422	8.187802	-0.041205	4.603323
216.740474	7139.295233	8.192806	-0.041226	4.606808
217.002199	7150.286377	8.197811	-0.041277	4.610289
217.076602	7161.318323	8.202816	-0.041293	4.613767
217.481730	7172.298582	8.207821	-0.041371	4.617249
217.663163	7183.334134	8.212826	-0.041406	4.620730
217.848928	7194.312473	8.217830	-0.041443	4.624191
217.776267	7205.370809	8.222835	-0.041432	4.627655
218.000333	7216.348863	8.227840	-0.041475	4.631114
218.241363	7227.363224	8.232845	-0.041522	4.634582
218.412100	7238.391489	8.237850	-0.041556	4.638047
218.511407	7249.388907	8.242854	-0.041577	4.641494
218.955992	7260.420925	8.247859	-0.041662	4.644975
219.015851	7271.410223	8.252864	-0.041675	4.648411
219.188179	7282.474589	8.257869	-0.041709	4.651877
219.251330	7293.424503	8.262874	-0.041723	4.655297
219.573723	7304.452613	8.267878	-0.041785	4.658757
219.631585	7315.472278	8.272883	-0.041798	4.662193
219.844990	7326.462087	8.277888	-0.041840	4.665628
219.882456	7337.493822	8.282893	-0.041849	4.669061
220.257293	7348.519097	8.287898	-0.041920	4.672513
220.464050	7359.519165	8.292902	-0.041961	4.675943
220.790680	7370.533066	8.297907	-0.042024	4.679384
220.865125	7381.523696	8.302912	-0.042040	4.682796
221.050884	7392.561338	8.307917	-0.042076	4.686229
221.032786	7403.542022	8.312922	-0.042075	4.689627
221.374372	7414.580461	8.317926	-0.042141	4.693066
221.402136	7425.581905	8.322931	-0.042148	4.696469
221.663286	7436.596626	8.327936	-0.042199	4.699889
221.862110	7447.607496	8.332941	-0.042238	4.703302
222.163335	7458.633536	8.337946	-0.042296	4.706724
222.249315	7469.630726	8.342950	-0.042314	4.710120
222.488479	7480.648729	8.347955	-0.042361	4.713530
222.522234	7491.640378	8.352960	-0.042369	4.716915
222.825998	7502.671095	8.357965	-0.042428	4.720329
223.027330	7513.719011	8.362970	-0.042467	4.723738
223.111708	7524.665252	8.367974	-0.042485	4.727105
223.249649	7535.697834	8.372979	-0.042513	4.730500
223.681775	7546.700555	8.377984	-0.042595	4.733904
223.651502	7557.763786	8.382989	-0.042592	4.737292
223.938987	7568.729714	8.387994	-0.042647	4.740670
223.999568	7579.759804	8.392998	-0.042661	4.744049
224.158461	7590.747128	8.398003	-0.042692	4.747420
224.228420	7601.789923	8.403008	-0.042707	4.750799
224.508777	7612.775096	8.408013	-0.042762	4.754172
224.654687	7623.786073	8.413018	-0.042791	4.757542
225.010566	7634.802105	8.418022	-0.042859	4.760925
225.087302	7645.862892	8.423027	-0.042876	4.764300
225.261796	7656.805169	8.428032	-0.042910	4.767643
225.295146	7667.861600	8.433037	-0.042918	4.771009
225.617686	7678.820509	8.438042	-0.042981	4.774363
225.771169	7689.893759	8.443046	-0.043011	4.777738
226.099362	7700.866278	8.448051	-0.043074	4.781091
225.976045	7711.896246	8.453056	-0.043054	4.784429
226.300236	7722.883317	8.458061	-0.043116	4.787782
226.316728	7733.929769	8.463066	-0.043121	4.791129
226.560038	7744.919509	8.468070	-0.043168	4.794473
226.758605	7755.951729	8.473075	-0.043208	4.797824
226.954032	7766.949113	8.478080	-0.043246	4.801161
227.070658	7777.940586	8.483085	-0.043270	4.804490
227.296421	7788.981008	8.488090	-0.043314	4.807838
227.383423	7799.979973	8.493094	-0.043332	4.811162
227.703195	7810.979206	8.498099	-0.043394	4.814499
227.833016	7822.024690	8.503104	-0.043420	4.817835
228.053462	7833.030150	8.508109	-0.043463	4.821163
228.093048	7844.014261	8.513114	-0.043473	4.824470
228.512298	7855.012681	8.518118	-0.043553	4.827804
228.614803	7866.093029	8.523123	-0.043574	4.831139
228.824988	7877.048519	8.528128	-0.043615	4.834442
229.093691	7888.092667	8.533133	-0.043667	4.837773
229.209932	7899.076570	8.538138	-0.043691	4.841074
229.490345	7910.110761	8.543142	-0.043745	4.844398
229.614384	7921.087384	8.548147	-0.043770	4.847692
229.733829	7932.147715	8.553152	-0.043795	4.851009
229.873352	7943.118416	8.558157	-0.043823	4.854298
230.069108	7954.180742	8.563162	-0.043861	4.857616
230.154996	7965.112225	8.568167	-0.043879	4.860885
230.353021	7976.214459	8.573171	-0.043918	4.864210
230.741314	7987.161162	8.578176	-0.043992	4.867499
230.801955	7998.236948	8.583181	-0.044006	4.870803
230.897644	8009.151295	8.588186	-0.044026	4.874059
231.044137	8020.237458	8.593191	-0.044055	4.877367
231.284397	8031.234626	8.598195	-0.044102	4.880652
231.450068	8042.238419	8.603200	-0.044135	4.883932
231.636541	8053.244266	8.608205	-0.044172	4.887212
231.613215	8064.285281	8.613210	-0.044169	4.890487
232.015258	8075.255214	8.618215	-0.044246	4.893766
232.015149	8086.323086	8.623219	-0.044248	4.897046
232.451124	8097.281005	8.628224	-0.044332	4.900318
232.571799	8108.290881	8.633229	-0.044356	4.903584
232.798163	8119.333453	8.638234	-0.044400	4.906864
232.858123	8130.326634	8.643239	-0.044414	4.910117
233.095934	8141.360655	8.648243	-0.044460	4.913391
233.114402	8152.344503	8.653248	-0.044465	4.916634
233.431026	8163.370603	8.658253	-0.044526	4.919906
233.466068	8174.386862	8.663258	-0.044535	4.923155
233.609458	8185.372961	8.668263	-0.044564	4.926400
233.923853	8196.425179	8.673267	-0.044624	4.929673
233.957164	8207.387432	8.678272	-0.044633	4.932900
234.100330	8218.441344	8.683277	-0.044661	4.936158
234.331694	8229.415257	8.688282	-0.044707	4.939396
234.395370	8240.445134	8.693287	-0.044721	4.942639
234.806996	8251.460294	8.698291	-0.044799	4.945895
234.880147	8262.484819	8.703296	-0.044815	4.949132
235.079838	8273.494757	8.708301	-0.044854	4.952371
235.174491	8284.502769	8.713306	-0.044874	4.955600
235.472166	8295.510390	8.718311	-0.044931	4.958839
235.628939	8306.545844	8.723315	-0.044963	4.962075
235.843223	8317.521243	8.728320	-0.045005	4.965296
235.955897	8328.531167	8.733325	-0.045028	4.968518
236.105372	8339.518317	8.738330	-0.045057	4.971733
236.311685	8350.623137	8.743335	-0.045098	4.974985
236.561365	8361.564732	8.748339	-0.045147	4.978189
236.670277	8372.585132	8.753344	-0.045169	4.981405
236.588377	8383.567888	8.758349	-0.045156	4.984598
236.948878	8394.631968	8.763354	-0.045225	4.987838
236.837268	8405.628510	8.768359	-0.045206	4.991028
237.200474	8416.662631	8.773363	-0.045276	4.994255
237.311839	8427.643247	8.778368	-0.045299	4.997450
237.457430	8438.658497	8.783373	-0.045328	5.000655
237.710006	8449.670103	8.788378	-0.045377	5.003863
237.766879	8460.682045	8.793383	-0.045390	5.007057
238.119618	8471.690067	8.798387	-0.045457	5.010266
238.336979	8482.711014	8.803392	-0.045500	5.013468
238.364608	8493.715675	8.808397	-0.045507	5.016652
238.639060	8504.729773	8.813402	-0.045560	5.019852
238.910012	8515.728010	8.818407	-0.045613	5.023044
238.873600	8526.765615	8.823411	-0.045608	5.026228
239.209003	8537.768522	8.828416	-0.045673	5.029422
239.264713	8548.762865	8.833421	-0.045685	5.032595
239.504875	8559.779539	8.838426	-0.045732	5.035783
239.494487	8570.816236	8.843431	-0.045732	5.038960
239.688383	8581.795516	8.848435	-0.045770	5.042130
239.893487	8592.823067	8.853440	-0.045810	5.045313
240.049341	8603.832690	8.858445	-0.045842	5.048486
240.194387	8614.842786	8.863450	-0.045871	5.051656
240.466908	8625.819546	8.868455	-0.045923	5.054822
240.627220	8636.884259	8.873459	-0.045955	5.058005
240.980412	8647.885472	8.878464	-0.046023	5.061179
241.041867	8658.906388	8.883469	-0.046037	5.064340
241.228616	8669.870417	8.888474	-0.046074	5.067489
241.345783	8680.927053	8.893479	-0.046097	5.070659
241.556783	8691.906832	8.898483	-0.046139	5.073810
241.724363	8702.943586	8.903488	-0.046172	5.076974
241.983446	8713.954214	8.908493	-0.046222	5.080133
242.083895	8724.963335	8.913498	-0.046243	5.083280
242.179036	8735.982572	8.918503	-0.046263	5.086428
242.460637	8746.982416	8.923507	-0.046317	5.089579
242.560989	8757.983801	8.928512	-0.046338	5.092719
242.694687	8769.036062	8.933517	-0.046365	5.095873
242.776812	8780.005333	8.938522	-0.046383	5.098998
242.902885	8791.021252	8.943527	-0.046408	5.102137
243.044958	8802.013491	8.948531	-0.046437	5.105269
243.338747	8813.104400	8.953536	-0.046493	5.108434
243.520994	8824.086247	8.958541	-0.046529	5.111561
243.727927	8835.066917	8.963546	-0.046570	5.114687
243.883029	8846.067668	8.968551	-0.046601	5.117814
244.068428	8857.152153	8.973555	-0.046638	5.120964
244.430003	8868.110729	8.978560	-0.046707	5.124086
244.460471	8879.137065	8.983565	-0.046715	5.127207
244.460601	8890.095286	8.988570	-0.046717	5.130306
244.681790	8901.171793	8.993575	-0.046760	5.133448
244.805787	8912.164186	8.998579	-0.046785	5.136559
245.015187	8923.171516	9.003584	-0.046826	5.139677
245.122974	8934.161694	9.008589	-0.046848	5.142782
245.261235	8945.188296	9.013594	-0.046876	5.145898
245.357924	8956.180734	9.018599	-0.046896	5.149000
245.650314	8967.253992	9.023603	-0.046953	5.152133
245.853582	8978.226624	9.028608	-0.046993	5.155232
245.853060	8989.234204	9.033613	-0.046995	5.158327
246.053619	9000.268549	9.038618	-0.047034	5.161439
246.230106	9011.264157	9.043623	-0.047069	5.164537
246.565222	9022.292526	9.048627	-0.047133	5.167650
246.586657	9033.274888	9.053632	-0.047140	5.170732
246.737620	9044.269804	9.058637	-0.047170	5.173822
246.887266	9055.322916	9.063642	-0.047200	5.176927
247.100598	9066.279514	9.068647	-0.047241	5.180006
247.219082	9077.356305	9.073651	-0.047266	5.183112
247.554180	9088.323867	9.078656	-0.047330	5.186197
247.636875	9099.380517	9.083661	-0.047348	5.189292
247.930263	9110.345763	9.088666	-0.047404	5.192370
248.037849	9121.380980	9.093671	-0.047426	5.195457
248.271973	9132.374975	9.098675	-0.047472	5.198536
248.414762	9143.439436	9.103680	-0.047501	5.201629
248.587651	9154.413185	9.108685	-0.047535	5.204696
248.671472	9165.444564	9.113690	-0.047553	5.207773
248.687492	9176.410755	9.118695	-0.047558	5.210826
248.829392	9187.418833	9.123699	-0.047586	5.213896
249.075947	9198.470626	9.128704	-0.047634	5.216981
249.417864	9209.491586	9.133709	-0.047700	5.220060
249.581612	9220.477372	9.138714	-0.047732	5.223119
249.542102	9231.490751	9.143719	-0.047727	5.226174
249.762090	9242.507563	9.148723	-0.047770	5.229241
249.924281	9253.529032	9.153728	-0.047802	5.232304
249.886855	9264.503979	9.158733	-0.047798	5.235343
250.107543	9275.529091	9.163738	-0.047841	5.238406
250.333675	9286.540649	9.168743	-0.047885	5.241465
250.574625	9297.610344	9.173747	-0.047932	5.244538
250.636876	9308.568403	9.178752	-0.047946	5.247570
250.935628	9319.574250	9.183757	-0.048003	5.250624
250.995523	9330.607828	9.188762	-0.048016	5.253673
251.240811	9341.613712	9.193767	-0.048064	5.256722
251.119728	9352.585967	9.198771	-0.048044	5.259742
251.453753	9363.657043	9.203776	-0.048108	5.262809
251.761223	9374.628397	9.208781	-0.048167	5.265846
251.660051	9385.680862	9.213786	-0.048151	5.268883
251.900327	9396.635058	9.218791	-0.048197	5.271908
252.064338	9407.700027	9.223795	-0.048230	5.274959
252.249028	9418.704232	9.228800	-0.048266	5.277991
252.359313	9429.689307	9.233805	-0.048289	5.281013
252.542504	9440.697544	9.238810	-0.048325	5.284044
252.905071	9451.714962	9.243815	-0.048395	5.287083
252.992657	9462.759718	9.248819	-0.048413	5.290115
253.149075	9473.730468	9.253824	-0.048444	5.293129
253.381398	9484.742249	9.258829	-0.048490	5.296155
253.462373	9495.786822	9.263834	-0.048507	5.299182
253.599620	9506.725235	9.268839	-0.048534	5.302180
253.833754	9517.842775	9.273843	-0.048580	5.305230
254.151252	9528.806130	9.278848	-0.048641	5.308240
254.151708	9539.833007	9.283853	-0.048643	5.311251
254.370658	9550.812425	9.288858	-0.048686	5.314258
254.495479	9561.821294	9.293863	-0.048712	5.317266
254.680399	9572.858231	9.298867	-0.048748	5.320283
254.862758	9583.885953	9.303872	-0.048784	5.323296
255.044903	9594.837501	9.308877	-0.048820	5.326286
255.172391	9605.907968	9.313882	-0.048846	5.329305
255.220082	9616.867521	9.318887	-0.048857	5.332287
255.367239	9627.917394	9.323891	-0.048886	5.335298
255.716706	9638.918488	9.328896	-0.048953	5.338302
255.845560	9649.933594	9.333901	-0.048980	5.341299
255.890641	9660.932354	9.338906	-0.048990	5.344285
256.054288	9671.967893	9.343911	-0.049023	5.347285
256.282124	9682.927458	9.348915	-0.049067	5.350266
256.455270	9694.013193	9.353920	-0.049101	5.353277
256.659665	9704.986982	9.358925	-0.049142	5.356257
256.750765	9716.006848	9.363930	-0.049161	5.359243
257.033343	9727.000785	9.368935	-0.049215	5.362229
257.100263	9738.039489	9.373939	-0.049230	5.365216
257.243313	9749.025413	9.378944	-0.049258	5.368190
257.319969	9760.061003	9.383949	-0.049275	5.371173
257.547338	9771.015162	9.388954	-0.049319	5.374138
257.701801	9782.105778	9.393959	-0.049350	5.377136
257.659197	9793.036129	9.398963	-0.049344	5.380080
257.849409	9804.107736	9.403968	-0.049382	5.383071
258.111106	9815.127401	9.408973	-0.049433	5.386049
258.349088	9826.120124	9.413978	-0.049479	5.389018
258.324726	9837.094985	9.418983	-0.049476	5.391968
258.441672	9848.161797	9.423987	-0.049500	5.394948
258.607318	9859.138451	9.428992	-0.049533	5.397904
258.861277	9870.183519	9.433997	-0.049583	5.400880
259.113744	9881.172251	9.439002	-0.049632	5.403840
259.162327	9892.184205	9.444007	-0.049643	5.406795
259.366852	9903.186094	9.449011	-0.049683	5.409753
259.561418	9914.205093	9.454016	-0.049721	5.412713
259.634386	9925.203371	9.459021	-0.049737	5.415661
259.825024	9936.267955	9.464026	-0.049774	5.418630
259.975314	9947.200481	9.469031	-0.049805	5.421560
260.173873	9958.266745	9.474035	-0.049844	5.424527
260.181799	9969.274119	9.479040	-0.049847	5.427468
260.287630	9980.252982	9.484045	-0.049869	5.430404
260.524337	9991.315111	9.489050	-0.049915	5.433366
260.650193	10002.312247	9.494055	-0.049941	5.436304
260.978568	10013.285308	9.499059	-0.050004	5.439243
261.110032	10024.314780	9.504064	-0.050030	5.442187
261.151720	10035.376377	9.509069	-0.050040	5.445135
261.376524	10046.351447	9.514074	-0.050084	5.448065
261.645701	10057.313779	9.519079	-0.050136	5.450992
261.724436	10068.368813	9.524083	-0.050153	5.453934
261.952235	10079.366283	9.529088	-0.050197	5.456866
262.304624	10090.383040	9.534093	-0.050265	5.459806
262.419159	10101.394114	9.539098	-0.050289	5.462733
262.371680	10112.401392	9.544103	-0.050282	5.465651
262.601578	10123.425067	9.549107	-0.050327	5.468583
262.794217	10134.455951	9.554112	-0.050365	5.471514
262.921442	10145.420592	9.559117	-0.050390	5.474423
262.920412	10156.491444	9.564122	-0.050392	5.477354
263.114905	10167.424372	9.569127	-0.050431	5.480254
263.495454	10178.483040	9.574131	-0.050503	5.483194
263.620427	10189.497850	9.579136	-0.050529	5.486110
263.752816	10200.519818	9.584141	-0.050556	5.489026
263.927231	10211.515200	9.589146	-0.050590	5.491936
264.270683	10222.523525	9.594151	-0.050656	5.494854
264.225968	10233.493651	9.599155	-0.050650	5.497745
264.349119	10244.600060	9.604160	-0.050675	5.500678
264.446211	10255.529176	9.609165	-0.050695	5.503560
264.622690	10266.587121	9.614170	-0.050730	5.506479
264.913395	10277.559970	9.619175	-0.050786	5.509378
264.941542	10288.597947	9.624179	-0.050793	5.512282
265.006572	10299.612376	9.629184	-0.050808	5.515180
265.329453	10310.624265	9.634189	-0.050870	5.518086
265.452768	10321.643978	9.639194	-0.050895	5.520984
265.695015	10332.620578	9.644199	-0.050942	5.523875
265.858436	10343.645985	9.649203	-0.050975	5.526773
265.959443	10354.674815	9.654208	-0.050995	5.529668
266.027093	10365.638252	9.659213	-0.051010	5.532544
266.139505	10376.674629	9.664218	-0.051033	5.535439
266.306326	10387.682435	9.669223	-0.051066	5.538326
266.455805	10398.720187	9.674227	-0.051096	5.541220
266.873278	10409.738019	9.679232	-0.051176	5.544117
266.836212	10420.719877	9.684237	-0.051171	5.546986
266.983241	10431.713418	9.689242	-0.051201	5.549863
267.232416	10442.795650	9.694247	-0.051249	5.552766
267.261775	10453.748945	9.699251	-0.051257	5.555625
267.433511	10464.801752	9.704256	-0.051291	5.558514
267.553072	10475.769902	9.709261	-0.051315	5.561377
267.800372	10486.811229	9.714266	-0.051363	5.564263
267.847874	10497.775165	9.719271	-0.051374	5.567120
268.019604	10508.860887	9.724275	-0.051408	5.570012
268.090591	10519.791990	9.729280	-0.051423	5.572858
268.446341	10530.912836	9.734285	-0.051492	5.575762
268.539878	10541.828078	9.739290	-0.051511	5.578602
